country_code;year;researchers_per_million;renewable_energy_share_pct;;;;;;;;;;;;;;;;;;
HUN;2007;1730,19555;9;;;;;;;;;;;;;;;;;;
HUN;2008;1844,70392;8,96;;;;;;;;;;;;;;;;;;
HUN;2009;2003,16649;12,29;;;;;;;;;;;;;;;;;;
HUN;2010;2133,98297;13,46;;;;;;;;;;;;;;;;;;
HUN;2011;2308,2169;14,74;;;;;;;;;;;;;;;;;;
HUN;2012;2399,57173;16,47;;;;;;;;;;;;;;;;;;
HUN;2013;2526,43738;17,18;;;;;;;;;;;;;;;;;;
HUN;2014;2653,43818;15,72;;;;;;;;;;;;;;;;;;
HUN;2015;2568,34766;15,6;;;;;;;;;;;;;;;;;;
HUN;2016;2624,60598;15,34;;;;;;;;;;;;;;;;;;
HUN;2017;2901,01543;14,54;;;;;;;;;;;;;;;;;;
HUN;2018;3845,49153;13,58;;;;;;;;;;;;;;;;;;
HUN;2019;4020,57775;13,64;;;;;;;;;;;;;;;;;;
IRL;2000;2275,83092;2,04;;;;;;;;;;;;;;;;;;
IRL;2001;2357,49957;1,97;;;;;;;;;;;;;;;;;;
IRL;2002;2427,71678;2,25;;;;;;;;;;;;;;;;;;
IRL;2003;2556,76247;2,01;;;;;;;;;;;;;;;;;;
IRL;2004;2758,73474;2,31;;;;;;;;;;;;;;;;;;
IRL;2005;2844,86744;2,89;;;;;;;;;;;;;;;;;;
IRL;2006;2919,30748;3,23;;;;;;;;;;;;;;;;;;
IRL;2007;2952,16588;3,57;;;;;;;;;;;;;;;;;;
IRL;2008;3281,3392;4,21;;;;;;;;;;;;;;;;;;
IRL;2009;3163,48171;5,3;;;;;;;;;;;;;;;;;;
IRL;2010;3140,21749;5,31;;;;;;;;;;;;;;;;;;
IRL;2011;3367,04792;6,61;;;;;;;;;;;;;;;;;;
IRL;2012;4911,54369;6,64;;;;;;;;;;;;;;;;;;
IRL;2013;5181,93608;7,44;;;;;;;;;;;;;;;;;;
IRL;2014;5332,26672;8,55;;;;;;;;;;;;;;;;;;
IRL;2015;5282,9494;9,2;;;;;;;;;;;;;;;;;;
IRL;2016;5184,71526;8,59;;;;;;;;;;;;;;;;;;
IRL;2017;5155,37079;10,1;;;;;;;;;;;;;;;;;;
IRL;2018;4694,24517;10,78;;;;;;;;;;;;;;;;;;
IRL;2019;4999,62605;12,34;;;;;;;;;;;;;;;;;;
IRQ;2007;367,19472;2;;;;;;;;;;;;;;;;;;
IRQ;2008;388,18091;1,15;;;;;;;;;;;;;;;;;;
IRQ;2009;404,147;1,21;;;;;;;;;;;;;;;;;;
IRQ;2010;417,6208;1,67;;;;;;;;;;;;;;;;;;
IRQ;2011;426,88565;1,14;;;;;;;;;;;;;;;;;;
IRQ;2014;66,08108;1;;;;;;;;;;;;;;;;;;
IRQ;2015;62,82107;0,82;;;;;;;;;;;;;;;;;;
IRQ;2016;61,98544;0,94;;;;;;;;;;;;;;;;;;
IRQ;2017;101,61423;0,57;;;;;;;;;;;;;;;;;;
IRQ;2018;106,5256;0,49;;;;;;;;;;;;;;;;;;
IRQ;2019;117,28555;0,43;;;;;;;;;;;;;;;;;;
ISL;2001;6555,77023;62,12;;;;;;;;;;;;;;;;;;
ISL;2003;6639,00702;61,88;;;;;;;;;;;;;;;;;;
ISL;2005;7332,90911;62,47;;;;;;;;;;;;;;;;;;
ISL;2006;7994,13705;64,02;;;;;;;;;;;;;;;;;;
ISL;2007;7170,94603;67,52;;;;;;;;;;;;;;;;;;
ISL;2008;7308,43059;74;;;;;;;;;;;;;;;;;;
ISL;2009;7836,39634;74,69;;;;;;;;;;;;;;;;;;
ISL;2011;7085,08502;77,19;;;;;;;;;;;;;;;;;;
ISL;2013;5737,33441;76,73;;;;;;;;;;;;;;;;;;
ISL;2017;5977,89008;80,08;;;;;;;;;;;;;;;;;;
ISL;2018;5644,09507;80,71;;;;;;;;;;;;;;;;;;
ITA;2000;1160,8279;5,12;;;;;;;;;;;;;;;;;;
ITA;2001;1170,57891;5,38;;;;;;;;;;;;;;;;;;
ITA;2002;1249,68594;5,6;;;;;;;;;;;;;;;;;;
ITA;2003;1229,43024;6,24;;;;;;;;;;;;;;;;;;
ITA;2004;1249,27485;5,94;;;;;;;;;;;;;;;;;;
ITA;2005;1420,3074;6,7;;;;;;;;;;;;;;;;;;
ITA;2006;1516,24228;7,51;;;;;;;;;;;;;;;;;;
ITA;2007;1588,70637;8,73;;;;;;;;;;;;;;;;;;
ITA;2008;1622,64308;10,82;;;;;;;;;;;;;;;;;;
ITA;2009;1713,62329;12,54;;;;;;;;;;;;;;;;;;
ITA;2010;1732,51833;12,79;;;;;;;;;;;;;;;;;;
ITA;2011;1770,69443;11,9;;;;;;;;;;;;;;;;;;
ITA;2012;1841,75359;14,39;;;;;;;;;;;;;;;;;;
ITA;2013;1927,14664;16,32;;;;;;;;;;;;;;;;;;
ITA;2014;1958,36322;17,13;;;;;;;;;;;;;;;;;;
ITA;2015;2087,55758;16,57;;;;;;;;;;;;;;;;;;
ITA;2016;2222,20841;16,09;;;;;;;;;;;;;;;;;;
ITA;2017;2336,93888;16,43;;;;;;;;;;;;;;;;;;
ITA;2018;2541,03826;17,08;;;;;;;;;;;;;;;;;;
ITA;2019;2688,64671;17,27;;;;;;;;;;;;;;;;;;
JPN;2000;5112,47973;3,7;;;;;;;;;;;;;;;;;;
JPN;2001;5144,21578;3,5;;;;;;;;;;;;;;;;;;
JPN;2002;4898,50941;3,71;;;;;;;;;;;;;;;;;;
JPN;2003;5120,0406;4,19;;;;;;;;;;;;;;;;;;
JPN;2004;5123,81486;4,26;;;;;;;;;;;;;;;;;;
JPN;2005;5327,72377;4,02;;;;;;;;;;;;;;;;;;
JPN;2006;5357,18264;4,43;;;;;;;;;;;;;;;;;;
JPN;2007;5347,83961;4,29;;;;;;;;;;;;;;;;;;
JPN;2008;5128,17461;4,44;;;;;;;;;;;;;;;;;;
JPN;2009;5117,22299;4,51;;;;;;;;;;;;;;;;;;
JPN;2010;5119,99401;4,66;;;;;;;;;;;;;;;;;;
JPN;2011;5126,90317;4,82;;;;;;;;;;;;;;;;;;
JPN;2012;5052,14947;4,68;;;;;;;;;;;;;;;;;;
JPN;2013;5169,26498;5,05;;;;;;;;;;;;;;;;;;
JPN;2014;5352,76243;5,58;;;;;;;;;;;;;;;;;;
JPN;2015;5198,09749;6,16;;;;;;;;;;;;;;;;;;
JPN;2016;5235,15675;6,39;;;;;;;;;;;;;;;;;;
JPN;2017;5331,27133;6,92;;;;;;;;;;;;;;;;;;
JPN;2018;5361,96599;7,22;;;;;;;;;;;;;;;;;;
JPN;2019;5409,53544;7,69;;;;;;;;;;;;;;;;;;
KAZ;2007;401,13413;1,83;;;;;;;;;;;;;;;;;;
KAZ;2008;370,9917;1,15;;;;;;;;;;;;;;;;;;
KAZ;2009;343,22066;1,31;;;;;;;;;;;;;;;;;;
KAZ;2010;364,76857;1,38;;;;;;;;;;;;;;;;;;
KAZ;2011;380,018;1,38;;;;;;;;;;;;;;;;;;
KAZ;2012;603,82989;1,33;;;;;;;;;;;;;;;;;;
KAZ;2013;728,81536;1,16;;;;;;;;;;;;;;;;;;
KAZ;2014;791,05872;1,34;;;;;;;;;;;;;;;;;;
KAZ;2015;770,84599;1,72;;;;;;;;;;;;;;;;;;
KAZ;2016;688,84224;2,07;;;;;;;;;;;;;;;;;;
KAZ;2017;661,72592;2,02;;;;;;;;;;;;;;;;;;
KAZ;2018;662,98622;1,88;;;;;;;;;;;;;;;;;;
KAZ;2019;633,65202;1,7;;;;;;;;;;;;;;;;;;
LTU;2000;2149,71729;17,19;;;;;;;;;;;;;;;;;;
LTU;2001;2254,58651;17,59;;;;;;;;;;;;;;;;;;
LTU;2002;1787,66416;17,89;;;;;;;;;;;;;;;;;;
LTU;2003;1891,26405;18,07;;;;;;;;;;;;;;;;;;
LTU;2004;2134,37139;18,07;;;;;;;;;;;;;;;;;;
LTU;2005;2247,01315;17,51;;;;;;;;;;;;;;;;;;
LTU;2006;2383,27621;17,46;;;;;;;;;;;;;;;;;;
LTU;2007;2567,67867;17,06;;;;;;;;;;;;;;;;;;
LTU;2008;2596,92348;18,34;;;;;;;;;;;;;;;;;;
LTU;2009;2651,92252;20,09;;;;;;;;;;;;;;;;;;
LTU;2010;2721,62714;21,46;;;;;;;;;;;;;;;;;;
LTU;2011;2690,37014;22,74;;;;;;;;;;;;;;;;;;
LTU;2012;2603,96973;23,92;;;;;;;;;;;;;;;;;;
LTU;2013;2809,61132;26,34;;;;;;;;;;;;;;;;;;
LTU;2014;3014,18711;27,73;;;;;;;;;;;;;;;;;;
LTU;2015;2741,43842;28,96;;;;;;;;;;;;;;;;;;
LTU;2016;2891,36342;31,47;;;;;;;;;;;;;;;;;;
LTU;2017;2994,60998;33,78;;;;;;;;;;;;;;;;;;
LTU;2018;3092,74534;33,73;;;;;;;;;;;;;;;;;;
LTU;2019;3364,46717;33,53;;;;;;;;;;;;;;;;;;
LUX;2000;3804,61798;6,81;;;;;;;;;;;;;;;;;;
LUX;2003;4349,9124;1,28;;;;;;;;;;;;;;;;;;
LUX;2004;4466,7523;1,35;;;;;;;;;;;;;;;;;;
LUX;2005;4831,54672;1,87;;;;;;;;;;;;;;;;;;
LUX;2006;4381,91941;2,08;;;;;;;;;;;;;;;;;;
LUX;2007;4622,94414;3,64;;;;;;;;;;;;;;;;;;
LUX;2008;4729,18217;3,96;;;;;;;;;;;;;;;;;;
LUX;2009;4855,42528;3,73;;;;;;;;;;;;;;;;;;
LUX;2010;5203,42105;3,68;;;;;;;;;;;;;;;;;;
LUX;2011;5529,65696;3,76;;;;;;;;;;;;;;;;;;
LUX;2012;4405,27173;4,15;;;;;;;;;;;;;;;;;;
LUX;2013;4664,50287;5,72;;;;;;;;;;;;;;;;;;
LUX;2014;4785,04605;6,85;;;;;;;;;;;;;;;;;;
LUX;2015;4637,83878;9,09;;;;;;;;;;;;;;;;;;
LUX;2016;4802,84536;13,5;;;;;;;;;;;;;;;;;;
LUX;2017;4971,16521;15,33;;;;;;;;;;;;;;;;;;
LUX;2018;4756,47013;16,09;;;;;;;;;;;;;;;;;;
LUX;2019;5092,30827;16,45;;;;;;;;;;;;;;;;;;
LVA;2000;1583,25979;35,82;;;;;;;;;;;;;;;;;;
LVA;2001;1471,73631;35,35;;;;;;;;;;;;;;;;;;
LVA;2002;1473,27905;34,38;;;;;;;;;;;;;;;;;;
LVA;2003;1386,64372;34,34;;;;;;;;;;;;;;;;;;
LVA;2004;1458,66885;36,11;;;;;;;;;;;;;;;;;;
LVA;2005;1459,90207;36,3;;;;;;;;;;;;;;;;;;
LVA;2006;1773,94727;34;;;;;;;;;;;;;;;;;;
LVA;2007;1898,51247;33,08;;;;;;;;;;;;;;;;;;
LVA;2008;2020,81205;33,71;;;;;;;;;;;;;;;;;;
LVA;2009;1693,37992;38,4;;;;;;;;;;;;;;;;;;
LVA;2010;1842,77567;33,07;;;;;;;;;;;;;;;;;;
LVA;2011;1889,54831;35,54;;;;;;;;;;;;;;;;;;
LVA;2012;1890,47542;40,37;;;;;;;;;;;;;;;;;;
LVA;2013;1775,06129;39,6;;;;;;;;;;;;;;;;;;
LVA;2014;1854,72018;40,24;;;;;;;;;;;;;;;;;;
LVA;2015;1805,33736;38,1;;;;;;;;;;;;;;;;;;
LVA;2016;1589,81469;38,48;;;;;;;;;;;;;;;;;;
LVA;2017;1772,61368;42,6;;;;;;;;;;;;;;;;;;
LVA;2018;1776,50389;40,97;;;;;;;;;;;;;;;;;;
LVA;2019;1885,90386;41,52;;;;;;;;;;;;;;;;;;
MDG;2000;15,02566;82,62;;;;;;;;;;;;;;;;;;
MDG;2001;49,93868;84,32;;;;;;;;;;;;;;;;;;
MDG;2002;46,46461;87,35;;;;;;;;;;;;;;;;;;
MDG;2003;46,60823;84,99;;;;;;;;;;;;;;;;;;
MDG;2004;47,15331;84,44;;;;;;;;;;;;;;;;;;
MDG;2005;47,46821;84,94;;;;;;;;;;;;;;;;;;
MDG;2006;47,1503;86,03;;;;;;;;;;;;;;;;;;
MDG;2007;47,72355;86,19;;;;;;;;;;;;;;;;;;
MDG;2008;46,00315;86,14;;;;;;;;;;;;;;;;;;
MDG;2009;44,68749;87,07;;;;;;;;;;;;;;;;;;
MDG;2010;51,30003;86,66;;;;;;;;;;;;;;;;;;
MDG;2011;50,1835;84,6;;;;;;;;;;;;;;;;;;
MDG;2016;24,43313;83,85;;;;;;;;;;;;;;;;;;
MDG;2017;30,30991;81,32;;;;;;;;;;;;;;;;;;
MDG;2018;33,72828;83,74;;;;;;;;;;;;;;;;;;
MEX;2000;228,88862;12,17;;;;;;;;;;;;;;;;;;
MEX;2001;237,14061;11,34;;;;;;;;;;;;;;;;;;
MEX;2002;310,84188;10,68;;;;;;;;;;;;;;;;;;
MEX;2003;330,03428;10,17;;;;;;;;;;;;;;;;;;
MEX;2004;385,00331;10,21;;;;;;;;;;;;;;;;;;
MEX;2005;419,4501;10,31;;;;;;;;;;;;;;;;;;
MEX;2006;341,56055;9,82;;;;;;;;;;;;;;;;;;
MEX;2007;352,50252;9,46;;;;;;;;;;;;;;;;;;
MEX;2008;345,29876;9,77;;;;;;;;;;;;;;;;;;
MEX;2009;389,36771;9,17;;;;;;;;;;;;;;;;;;
MEX;2010;344,54094;9,36;;;;;;;;;;;;;;;;;;
MEX;2011;351,41017;9,07;;;;;;;;;;;;;;;;;;
MEX;2012;253,05754;8,97;;;;;;;;;;;;;;;;;;
MEX;2013;256,73706;9,23;;;;;;;;;;;;;;;;;;
MEX;2014;265,29368;9,76;;;;;;;;;;;;;;;;;;
MEX;2015;286,94249;9,19;;;;;;;;;;;;;;;;;;
MEX;2016;321,80829;9,22;;;;;;;;;;;;;;;;;;
MEX;2017;320,14698;9,99;;;;;;;;;;;;;;;;;;
MEX;2018;317,40691;10,03;;;;;;;;;;;;;;;;;;
MEX;2019;335,13871;10,34;;;;;;;;;;;;;;;;;;
MKD;2000;652,54895;19,38;;;;;;;;;;;;;;;;;;
MKD;2001;606,24669;15,17;;;;;;;;;;;;;;;;;;
MKD;2002;564,66589;14,63;;;;;;;;;;;;;;;;;;
MKD;2003;540,59857;17,29;;;;;;;;;;;;;;;;;;
MKD;2004;515,37768;18,2;;;;;;;;;;;;;;;;;;
MKD;2005;535,72924;19,03;;;;;;;;;;;;;;;;;;
MKD;2006;510,6302;19,8;;;;;;;;;;;;;;;;;;
MKD;2007;498,47097;15,71;;;;;;;;;;;;;;;;;;
MKD;2008;464,35589;15,61;;;;;;;;;;;;;;;;;;
MKD;2009;427,71354;18,43;;;;;;;;;;;;;;;;;;
MKD;2010;526,78908;22,3;;;;;;;;;;;;;;;;;;
MKD;2011;440,24434;18,62;;;;;;;;;;;;;;;;;;
MKD;2012;604,78336;18,27;;;;;;;;;;;;;;;;;;
MKD;2013;667,36358;21,16;;;;;;;;;;;;;;;;;;
MKD;2014;827,23826;21,19;;;;;;;;;;;;;;;;;;
MKD;2015;847,24243;23,91;;;;;;;;;;;;;;;;;;
MKD;2016;842,85206;21,37;;;;;;;;;;;;;;;;;;
MKD;2017;719,23357;19;;;;;;;;;;;;;;;;;;
MKD;2018;788,03723;20,87;;;;;;;;;;;;;;;;;;
MKD;2019;775,3953;16,32;;;;;;;;;;;;;;;;;;
MLT;2002;674,0231;0,09;;;;;;;;;;;;;;;;;;
MLT;2003;680,05421;0,1;;;;;;;;;;;;;;;;;;
MLT;2004;1068,65888;0,12;;;;;;;;;;;;;;;;;;
MLT;2005;1169,4079;0,14;;;;;;;;;;;;;;;;;;
MLT;2006;1268,23545;0,17;;;;;;;;;;;;;;;;;;
MLT;2007;1195,37013;0,2;;;;;;;;;;;;;;;;;;
MLT;2008;1311,27992;0,22;;;;;;;;;;;;;;;;;;
MLT;2009;1192,57705;0,26;;;;;;;;;;;;;;;;;;
MLT;2010;1408,44732;1,22;;;;;;;;;;;;;;;;;;
MLT;2011;1773,07072;1,97;;;;;;;;;;;;;;;;;;
MLT;2012;1965,27698;2,67;;;;;;;;;;;;;;;;;;
MLT;2013;1855,05213;3,24;;;;;;;;;;;;;;;;;;
MLT;2014;1784,26271;4,48;;;;;;;;;;;;;;;;;;
MLT;2015;1817,2027;5,98;;;;;;;;;;;;;;;;;;
MLT;2016;1939,75502;9,22;;;;;;;;;;;;;;;;;;
MLT;2017;1970,44959;7,27;;;;;;;;;;;;;;;;;;
MLT;2018;1866,12509;7,54;;;;;;;;;;;;;;;;;;
MLT;2019;1886,77729;7,7;;;;;;;;;;;;;;;;;;
NOR;2001;4370,86422;59,59;;;;;;;;;;;;;;;;;;
NOR;2003;4513,27362;56,23;;;;;;;;;;;;;;;;;;
NOR;2004;4513,57942;56,85;;;;;;;;;;;;;;;;;;
NOR;2005;4602,01192;58,56;;;;;;;;;;;;;;;;;;
NOR;2006;4865,63037;57,02;;;;;;;;;;;;;;;;;;
NOR;2007;5201,40475;57,36;;;;;;;;;;;;;;;;;;
NOR;2008;5398,92477;58,45;;;;;;;;;;;;;;;;;;
NOR;2009;5473,88607;56,72;;;;;;;;;;;;;;;;;;
NOR;2010;5444,0477;56,37;;;;;;;;;;;;;;;;;;
NOR;2011;5533,26799;56,71;;;;;;;;;;;;;;;;;;
NOR;2012;5583,45288;58;;;;;;;;;;;;;;;;;;
NOR;2013;5604,37122;57,42;;;;;;;;;;;;;;;;;;
NOR;2014;5722,0124;56,9;;;;;;;;;;;;;;;;;;
NOR;2015;5929,21678;58,12;;;;;;;;;;;;;;;;;;
NOR;2016;6120,12967;59,39;;;;;;;;;;;;;;;;;;
NOR;2017;6395,43983;61,09;;;;;;;;;;;;;;;;;;
NOR;2018;6483,52599;60,75;;;;;;;;;;;;;;;;;;
NOR;2019;6736,85143;62,37;;;;;;;;;;;;;;;;;;
NZL;2001;2670,81198;27,13;;;;;;;;;;;;;;;;;;
NZL;2003;3102,23914;28,35;;;;;;;;;;;;;;;;;;
NZL;2005;3161,05587;29,46;;;;;;;;;;;;;;;;;;
NZL;2007;3474,11015;29,35;;;;;;;;;;;;;;;;;;
NZL;2009;3761,67873;30,56;;;;;;;;;;;;;;;;;;
NZL;2011;3732,61814;32,65;;;;;;;;;;;;;;;;;;
NZL;2013;4045,25351;30,36;;;;;;;;;;;;;;;;;;
NZL;2015;5492,04192;31,24;;;;;;;;;;;;;;;;;;
NZL;2017;5098,76412;30,22;;;;;;;;;;;;;;;;;;
NZL;2019;5724,13122;29,65;;;;;;;;;;;;;;;;;;
OMN;2011;158,95203;0;;;;;;;;;;;;;;;;;;
OMN;2012;179,05363;0;;;;;;;;;;;;;;;;;;
OMN;2013;134,38907;0;;;;;;;;;;;;;;;;;;
OMN;2014;182,16131;0;;;;;;;;;;;;;;;;;;
OMN;2015;222,01293;0;;;;;;;;;;;;;;;;;;
OMN;2016;249,89385;0;;;;;;;;;;;;;;;;;;
OMN;2017;251,47211;0;;;;;;;;;;;;;;;;;;
OMN;2018;296,09371;0;;;;;;;;;;;;;;;;;;
OMN;2019;382,4452;0;;;;;;;;;;;;;;;;;;
PAN;2000;96,22266;27,67;;;;;;;;;;;;;;;;;;
PAN;2001;91,05335;24,04;;;;;;;;;;;;;;;;;;
PAN;2002;96,08982;28,71;;;;;;;;;;;;;;;;;;
PAN;2003;96,47354;27,45;;;;;;;;;;;;;;;;;;
PAN;2004;86,23661;28,21;;;;;;;;;;;;;;;;;;
PAN;2005;105,05328;22,77;;;;;;;;;;;;;;;;;;
PAN;2006;106,67603;22,09;;;;;;;;;;;;;;;;;;
PAN;2007;168,23826;22,79;;;;;;;;;;;;;;;;;;
PAN;2008;133,68799;23,36;;;;;;;;;;;;;;;;;;
PAN;2009;111,70128;20,37;;;;;;;;;;;;;;;;;;
PAN;2011;119,80913;19,73;;;;;;;;;;;;;;;;;;
PAN;2012;38,15632;21,25;;;;;;;;;;;;;;;;;;
PAN;2013;39,59674;20,71;;;;;;;;;;;;;;;;;;
PAN;2014;92,86831;19,78;;;;;;;;;;;;;;;;;;
PAN;2015;90,75465;21,9;;;;;;;;;;;;;;;;;;
PAN;2016;96,95523;22,1;;;;;;;;;;;;;;;;;;
PAN;2017;105,8816;23,6;;;;;;;;;;;;;;;;;;
PAN;2018;107,23832;24,44;;;;;;;;;;;;;;;;;;
PAN;2019;110,72686;18,91;;;;;;;;;;;;;;;;;;
POL;2000;1439,03829;6,93;;;;;;;;;;;;;;;;;;
POL;2001;1452,0542;7,29;;;;;;;;;;;;;;;;;;
POL;2002;1467,36439;7,49;;;;;;;;;;;;;;;;;;
POL;2003;1516,54337;7,29;;;;;;;;;;;;;;;;;;
POL;2004;1578,62065;7,31;;;;;;;;;;;;;;;;;;
POL;2005;1610,99443;7,22;;;;;;;;;;;;;;;;;;
POL;2006;1544,71111;7,18;;;;;;;;;;;;;;;;;;
POL;2007;1593,49251;7,28;;;;;;;;;;;;;;;;;;
POL;2008;1604,70545;8,01;;;;;;;;;;;;;;;;;;
POL;2009;1585,87482;8,84;;;;;;;;;;;;;;;;;;
POL;2010;1672,14773;9,49;;;;;;;;;;;;;;;;;;
POL;2011;1660,8295;10,44;;;;;;;;;;;;;;;;;;
POL;2012;1734,56892;10,91;;;;;;;;;;;;;;;;;;
POL;2013;1850,41678;11,41;;;;;;;;;;;;;;;;;;
POL;2014;2037,3788;11,58;;;;;;;;;;;;;;;;;;
POL;2015;2141,1824;11,87;;;;;;;;;;;;;;;;;;
POL;2016;2288,0817;11,34;;;;;;;;;;;;;;;;;;
POL;2017;2973,76616;11,12;;;;;;;;;;;;;;;;;;
POL;2018;3056,76772;11,27;;;;;;;;;;;;;;;;;;
POL;2019;3136,39045;12,18;;;;;;;;;;;;;;;;;;
PRT;2000;1631,09794;20,12;;;;;;;;;;;;;;;;;;
PRT;2001;1714,34995;20,83;;;;;;;;;;;;;;;;;;
PRT;2002;1824,57452;18,28;;;;;;;;;;;;;;;;;;
PRT;2003;1935,65316;22,09;;;;;;;;;;;;;;;;;;
PRT;2004;1971,93842;19,87;;;;;;;;;;;;;;;;;;
PRT;2005;2009,38128;18,07;;;;;;;;;;;;;;;;;;
PRT;2006;2340,4055;22,33;;;;;;;;;;;;;;;;;;
PRT;2007;2669,41675;23,15;;;;;;;;;;;;;;;;;;
PRT;2008;3820,71122;23,19;;;;;;;;;;;;;;;;;;
PRT;2009;3762,94666;24,9;;;;;;;;;;;;;;;;;;
PRT;2010;3918,48696;27,83;;;;;;;;;;;;;;;;;;
PRT;2011;4164,08003;27,22;;;;;;;;;;;;;;;;;;
PRT;2012;4028,40134;25,52;;;;;;;;;;;;;;;;;;
PRT;2013;3603,15422;30,17;;;;;;;;;;;;;;;;;;
PRT;2014;3656,64585;30,46;;;;;;;;;;;;;;;;;;
PRT;2015;3724,79709;27,21;;;;;;;;;;;;;;;;;;
PRT;2016;3995,62551;29;;;;;;;;;;;;;;;;;;
PRT;2017;4355,74753;24,42;;;;;;;;;;;;;;;;;;
PRT;2018;4627,17241;27,47;;;;;;;;;;;;;;;;;;
PRT;2019;4879,31873;28,19;;;;;;;;;;;;;;;;;;
ROU;2000;931,61311;16,37;;;;;;;;;;;;;;;;;;
ROU;2001;902,35103;13,39;;;;;;;;;;;;;;;;;;
ROU;2002;933,35446;14,4;;;;;;;;;;;;;;;;;;
ROU;2003;971,83662;15,67;;;;;;;;;;;;;;;;;;
ROU;2004;993,77824;17,28;;;;;;;;;;;;;;;;;;
ROU;2005;1083,51295;18,47;;;;;;;;;;;;;;;;;;
ROU;2006;905,93274;17,39;;;;;;;;;;;;;;;;;;
ROU;2007;903,24228;18,16;;;;;;;;;;;;;;;;;;
ROU;2008;938,46339;20,4;;;;;;;;;;;;;;;;;;
ROU;2009;938,70625;22,14;;;;;;;;;;;;;;;;;;
ROU;2010;969,45021;24,07;;;;;;;;;;;;;;;;;;
ROU;2011;793,40389;21,09;;;;;;;;;;;;;;;;;;
ROU;2012;893,05432;21,53;;;;;;;;;;;;;;;;;;
ROU;2013;924,14366;23,07;;;;;;;;;;;;;;;;;;
ROU;2014;903,98911;24,31;;;;;;;;;;;;;;;;;;
ROU;2015;874,72788;23,67;;;;;;;;;;;;;;;;;;
ROU;2016;908,9898;24,4;;;;;;;;;;;;;;;;;;
ROU;2017;887,30938;23,35;;;;;;;;;;;;;;;;;;
ROU;2018;875,76242;23,03;;;;;;;;;;;;;;;;;;
ROU;2019;887,07363;23,54;;;;;;;;;;;;;;;;;;
SGP;2000;4142,76862;0,33;;;;;;;;;;;;;;;;;;
SGP;2001;4090,83101;0,6;;;;;;;;;;;;;;;;;;
SGP;2002;4365,92913;0,58;;;;;;;;;;;;;;;;;;
SGP;2003;4763,93552;0,58;;;;;;;;;;;;;;;;;;
SGP;2004;5026,15886;0,53;;;;;;;;;;;;;;;;;;
SGP;2005;5543,75334;0,54;;;;;;;;;;;;;;;;;;
SGP;2006;5691,89349;0,52;;;;;;;;;;;;;;;;;;
SGP;2007;5967,41086;0,5;;;;;;;;;;;;;;;;;;
SGP;2008;5859,24905;0,53;;;;;;;;;;;;;;;;;;
SGP;2009;6197,84358;0,48;;;;;;;;;;;;;;;;;;
SGP;2010;6284,90363;0,47;;;;;;;;;;;;;;;;;;
SGP;2011;6444,84852;0,48;;;;;;;;;;;;;;;;;;
SGP;2012;6401,90144;0,51;;;;;;;;;;;;;;;;;;
SGP;2013;6631,40635;0,56;;;;;;;;;;;;;;;;;;
SGP;2014;6632,22602;0,59;;;;;;;;;;;;;;;;;;
SGP;2015;6977,66947;0,65;;;;;;;;;;;;;;;;;;
SGP;2016;6897,04458;0,68;;;;;;;;;;;;;;;;;;
SGP;2017;6777,63699;0,67;;;;;;;;;;;;;;;;;;
SGP;2018;6786,69594;0,73;;;;;;;;;;;;;;;;;;
SGP;2019;7275,63158;0,84;;;;;;;;;;;;;;;;;;
SVK;2000;1851,66998;3,73;;;;;;;;;;;;;;;;;;
SVK;2001;1782,54247;6;;;;;;;;;;;;;;;;;;
SVK;2002;1707,85154;5,48;;;;;;;;;;;;;;;;;;
SVK;2003;1791,18574;5,35;;;;;;;;;;;;;;;;;;
SVK;2004;1994,34361;6,25;;;;;;;;;;;;;;;;;;
SVK;2005;2031,45154;6,31;;;;;;;;;;;;;;;;;;
SVK;2006;2190,16386;6,57;;;;;;;;;;;;;;;;;;
SVK;2007;2297,28046;8,23;;;;;;;;;;;;;;;;;;
SVK;2008;2340,07571;7,63;;;;;;;;;;;;;;;;;;
SVK;2009;2468,30714;10;;;;;;;;;;;;;;;;;;
SVK;2010;2814,96797;10,28;;;;;;;;;;;;;;;;;;
SVK;2011;2838,52282;10,36;;;;;;;;;;;;;;;;;;
SVK;2012;2824,74986;10,47;;;;;;;;;;;;;;;;;;
SVK;2013;2721,0178;10,68;;;;;;;;;;;;;;;;;;
SVK;2014;2721,4604;12,24;;;;;;;;;;;;;;;;;;
SVK;2015;2656,80214;13,41;;;;;;;;;;;;;;;;;;
SVK;2016;2607,20126;13,09;;;;;;;;;;;;;;;;;;
SVK;2017;2801,07321;12,43;;;;;;;;;;;;;;;;;;
SVK;2018;3001,40423;12,43;;;;;;;;;;;;;;;;;;
SVK;2019;3114,86266;17,64;;;;;;;;;;;;;;;;;;
SVN;2000;2184,18151;17,96;;;;;;;;;;;;;;;;;;
SVN;2001;2267,71431;18,67;;;;;;;;;;;;;;;;;;
SVN;2002;2342,69452;16,31;;;;;;;;;;;;;;;;;;
SVN;2003;1900,753;16,9;;;;;;;;;;;;;;;;;;
SVN;2004;2022,31268;17,77;;;;;;;;;;;;;;;;;;
SVN;2005;2625,61386;18,58;;;;;;;;;;;;;;;;;;
SVN;2006;2915,55203;17,36;;;;;;;;;;;;;;;;;;
SVN;2007;3096,73149;18,35;;;;;;;;;;;;;;;;;;
